Band1,Band2,Band3,Band4,Band5,Band6
83,69,66,71,109,81
84,69,65,73,110,80
85,69,65,76,110,79
85,69,65,76,109,80
84,69,65,73,114,87
87,69,68,69,118,95
88,73,71,70,123,100
88,73,72,76,124,96
86,71,65,91,108,79
78,61,48,108,84,47
85,70,63,89,92,61
85,72,67,89,103,73
87,73,71,86,116,84
87,74,68,83,114,85
89,75,74,80,118,88
88,75,70,80,115,85
87,71,67,78,111,79
82,69,62,84,102,68
82,66,55,92,92,56
79,63,52,92,86,49
77,63,54,101,81,46
77,60,49,103,66,33
74,57,44,83,46,27
78,60,49,82,62,36
78,65,52,94,84,48
83,65,57,97,81,45
77,63,52,102,79,42
80,61,49,88,70,38
78,61,49,85,68,39
77,59,45,93,67,34
74,58,45,102,65,33
73,56,44,103,63,32
76,55,45,95,64,32
75,56,42,95,68,37
77,62,52,88,77,45
88,73,65,89,86,55
80,74,59,104,77,44
79,71,56,90,81,48
80,71,59,74,89,57
81,73,59,84,82,49
81,72,58,84,84,50
78,71,52,108,76,41
76,64,49,102,79,42
77,59,49,68,91,61
77,62,53,65,92,64
79,65,54,69,88,61
78,64,53,70,87,63
77,61,50,71,80,54
74,59,48,81,75,51
76,58,46,88,69,40
74,55,42,96,67,35
75,56,43,99,65,33
76,56,43,101,64,31
75,56,44,101,65,34
74,56,45,100,62,31
75,56,45,99,63,33
78,59,46,99,69,36
83,63,54,95,77,45
90,72,66,87,91,62
102,83,81,77,112,84
111,93,93,72,128,102
114,96,101,69,137,110
112,92,94,67,138,110
108,87,90,65,137,110
107,87,88,65,132,106
107,88,90,64,128,105
106,87,92,64,130,108
112,91,90,65,132,111
105,87,86,63,132,108
110,89,93,65,132,112
110,89,96,64,133,114
104,82,85,57,125,108
91,69,68,54,113,95
82,61,54,55,98,78
76,55,47,70,81,59
75,53,44,76,76,49
84,61,57,58,91,73
82,61,62,59,111,86
74,54,46,81,72,38
73,54,42,86,63,33
74,54,43,87,61,33
75,54,41,89,63,33
72,54,45,88,62,30
76,53,40,86,63,32
72,55,44,87,63,34
75,55,41,89,61,32
72,56,43,85,64,34
76,55,43,89,64,32
73,56,41,89,63,33
76,66,51,126,95,46
78,66,52,127,99,47
80,63,49,88,60,34
77,58,44,51,39,22
82,70,57,97,84,47
85,78,67,126,110,56
93,84,80,122,133,76
96,83,89,114,155,92
90,78,75,103,134,82
80,63,57,93,97,58
78,60,45,104,84,44
78,60,48,111,86,43
75,60,45,113,85,43
77,58,46,97,81,47
77,58,50,78,84,52
80,62,59,72,85,59
84,65,63,84,89,55
84,67,63,84,98,68
88,71,75,78,110,86
90,79,83,73,117,97
92,78,86,74,125,104
90,78,82,80,122,98
80,65,61,97,86,57
75,58,49,106,68,34
79,63,54,100,81,48
81,66,58,86,88,60
82,66,57,84,87,58
80,62,56,83,93,62
80,64,54,92,100,64
80,67,54,103,94,56
79,65,54,102,82,47
79,63,55,106,78,45
76,56,44,113,62,33
75,55,42,122,66,31
74,55,41,125,63,29
73,56,42,126,65,31
74,54,41,126,64,29
72,54,42,123,61,32
76,56,41,125,62,29
72,55,42,126,63,30
76,56,40,126,65,29
74,56,42,127,62,29
74,54,41,125,63,34
75,57,45,121,64,31
77,62,49,112,73,39
78,65,51,106,76,45
82,62,56,87,91,61
81,63,56,84,94,60
80,62,57,84,92,63
80,62,57,84,92,63
81,63,55,84,92,60
79,61,55,87,92,57
79,61,52,90,92,57
79,62,52,91,91,57
80,62,54,92,93,58
82,64,60,84,96,65
79,62,54,92,95,61
81,64,55,91,93,55
81,64,56,91,92,58
80,64,54,96,85,49
77,64,49,103,75,42
78,65,49,105,69,37
79,64,48,102,70,39
78,64,49,99,75,43
77,63,48,102,77,40
77,63,47,103,75,38
79,64,49,96,77,46
79,63,51,91,85,52
78,60,49,97,88,50
77,58,42,108,84,43
76,60,46,96,87,50
78,60,51,88,88,55
77,57,49,94,79,47
73,57,45,99,66,32
73,55,44,101,64,31
74,54,44,105,65,31
73,54,45,103,65,31
75,55,42,99,61,31
71,55,42,100,60,31
74,55,46,98,59,28
74,54,43,96,58,32
75,57,46,98,60,30
77,59,48,97,72,44
81,62,55,86,87,56
79,62,54,89,74,46
81,66,57,78,86,58
81,63,53,79,76,47
78,62,48,84,70,38
75,61,44,85,69,38
74,56,46,93,64,35
74,56,41,101,59,31
74,55,40,101,56,26
75,54,42,104,55,27
74,54,43,108,56,27
77,55,43,106,60,31
74,55,44,96,63,32
72,54,44,94,63,32
71,54,44,95,63,30
72,55,45,97,64,33
77,62,51,90,72,41
79,62,54,89,77,45
76,57,47,94,76,40
78,63,50,111,83,44
79,73,59,127,90,46
81,75,62,127,92,45
81,74,60,123,95,44
80,74,62,119,97,48
82,77,66,115,98,49
84,77,67,116,99,51
82,74,65,119,96,50
80,72,58,126,92,43
79,70,54,129,91,43
80,73,58,126,91,46
80,72,56,124,90,44
83,73,59,118,90,48
83,73,66,106,93,50
84,71,69,91,102,66
86,66,64,75,96,69
80,59,52,71,80,52
78,59,49,93,70,37
80,61,47,102,68,34
77,60,47,105,68,34
78,60,50,107,72,37
76,62,47,109,72,35
78,61,50,107,71,35
78,59,50,106,70,37
78,60,49,108,71,35
76,62,48,110,72,36
76,59,48,110,70,33
78,61,47,111,71,38
76,60,46,111,74,35
75,56,44,115,61,30
74,54,42,118,59,28
74,55,41,120,58,30
75,54,42,121,60,29
74,55,43,123,61,27
74,55,41,122,59,28
75,54,42,120,59,30
75,55,42,121,58,28
74,56,42,124,59,27
72,56,42,125,60,28
74,56,41,122,59,29
74,56,41,126,61,30
74,56,40,126,63,31
74,56,42,126,64,31
73,56,40,122,59,29
74,55,41,117,56,28
73,54,43,119,58,28
72,55,40,121,60,30
75,55,41,120,60,29
74,56,43,116,59,28
79,59,50,95,70,40
82,64,60,75,85,59
77,64,51,88,76,45
77,63,47,101,69,37
77,62,45,103,67,33
79,63,50,96,73,44
76,63,47,94,75,42
81,62,51,95,72,46
82,65,55,93,75,50
81,64,55,93,78,54
80,65,53,99,74,47
83,70,66,96,91,63
87,76,77,90,108,80
92,81,84,89,122,97
84,72,71,91,106,78
82,65,56,87,87,60
77,63,51,83,81,54
76,64,50,81,85,56
77,64,51,84,86,55
78,62,52,85,87,53
78,64,52,81,86,56
78,63,53,80,89,63
78,65,54,82,88,60
78,64,53,83,87,60
77,62,54,82,94,62
77,61,52,83,97,66
77,61,53,83,95,65
79,63,56,80,97,71
79,64,56,86,90,57
78,62,52,96,85,47
80,63,55,83,88,61
83,66,61,71,98,73
88,76,74,71,118,99
89,76,77,73,125,103
88,76,77,74,124,99
88,77,77,76,123,94
86,76,72,77,115,87
86,74,69,73,109,85
87,75,72,70,110,87
91,77,75,70,119,98
93,78,81,71,125,102
94,79,81,69,127,105
91,74,78,68,120,98
84,66,64,77,96,70
77,59,50,84,66,39
74,58,45,86,55,28
75,57,46,84,58,34
76,58,49,82,58,32
77,60,52,75,68,41
78,59,50,76,66,37
79,58,50,79,61,33
75,58,47,84,57,28
75,57,47,87,59,32
79,61,52,77,73,42
86,64,64,54,95,78
85,63,62,44,91,82
83,62,62,44,89,79
83,61,62,42,91,77
82,62,61,44,90,78
83,62,59,43,87,76
83,62,61,44,92,75
82,64,60,61,85,67
75,59,49,82,64,39
76,57,46,86,56,31
77,57,47,89,63,38
78,62,53,85,77,50
82,69,60,78,96,65
83,68,64,73,108,74
84,68,65,69,110,79
84,66,66,65,113,86
84,67,65,68,113,87
83,69,64,74,108,81
86,68,65,73,110,81
86,69,66,70,114,88
87,71,67,68,115,91
89,73,70,72,115,93
85,73,66,84,106,74
87,75,70,85,117,85
85,74,68,90,110,77
84,72,67,88,105,75
87,74,72,82,114,85
89,75,71,80,117,88
88,75,69,81,115,85
87,73,68,81,113,81
88,71,68,80,111,82
84,70,63,85,107,76
81,68,57,89,99,61
80,62,53,86,91,53
78,65,53,99,92,47
76,63,50,99,88,46
76,57,45,82,60,30
77,58,45,81,57,32
79,60,50,77,64,34
77,63,49,92,88,47
81,62,52,97,88,47
74,59,50,86,70,40
79,59,46,86,69,37
75,58,46,88,65,38
75,52,44,96,67,32
72,53,39,115,74,32
73,54,40,113,70,31
75,60,49,98,81,43
88,73,62,83,97,64
78,73,54,106,81,47
79,73,54,103,73,40
79,74,56,92,77,46
81,74,59,88,83,52
79,73,57,93,84,52
78,73,53,112,75,39
76,67,50,114,75,38
78,62,51,80,84,56
78,61,52,72,82,58
78,60,49,81,72,44
75,57,45,88,66,37
73,55,43,98,66,34
74,55,42,105,62,30
74,56,41,107,65,32
74,54,41,103,63,29
73,54,41,100,61,31
74,56,41,101,62,30
74,55,42,99,63,31
73,54,40,99,63,31
75,55,41,98,61,32
75,57,42,99,63,31
76,56,42,101,65,32
75,57,44,100,68,37
80,62,51,94,78,50
89,69,62,88,98,70
103,82,80,81,124,95
113,93,95,75,141,115
116,98,101,71,147,121
115,96,100,68,142,115
111,91,94,64,132,106
109,88,92,61,132,107
107,87,89,61,131,107
110,93,94,68,130,105
105,85,87,64,125,101
103,82,83,60,125,104
102,80,79,57,126,105
97,76,75,54,120,100
91,69,66,50,113,91
80,59,56,46,102,81
78,56,51,50,97,76
81,58,55,50,102,92
80,59,59,52,102,84
78,57,47,80,81,47
70,53,40,88,64,33
74,54,42,85,64,32
73,54,41,86,63,33
74,55,42,87,62,34
75,53,40,85,63,32
74,55,44,85,64,34
75,55,40,87,63,32
75,54,43,88,63,34
75,54,41,92,64,34
74,55,41,94,63,30
78,66,50,120,95,48
79,69,53,125,106,52
76,62,48,81,53,28
76,59,46,58,44,26
82,68,58,95,88,51
87,78,70,118,121,68
92,84,82,118,148,83
93,84,84,110,155,91
89,73,72,98,122,77
81,60,55,89,89,57
76,60,44,102,85,45
75,58,45,100,85,44
75,59,44,108,86,43
76,59,46,106,86,45
76,59,48,92,85,47
79,62,52,80,83,53
82,63,59,73,86,60
83,66,64,76,96,70
83,66,64,76,96,70
86,72,77,73,108,87
90,77,83,70,114,95
90,78,86,71,119,99
91,81,88,75,124,108
87,73,74,91,109,82
78,60,51,104,69,36
78,62,54,103,80,48
82,67,60,98,89,55
91,71,72,86,100,73
85,72,72,85,97,67
85,71,64,93,99,63
82,67,57,97,98,60
81,66,58,96,86,53
76,60,51,111,73,42
76,56,43,120,68,34
77,56,42,121,65,32
75,56,42,124,63,31
74,55,42,124,62,30
74,53,41,123,60,30
73,53,41,123,61,30
73,55,41,124,63,30
74,55,40,127,63,31
74,56,42,128,64,30
73,55,43,127,63,30
74,54,39,126,62,32
74,55,43,125,63,29
73,56,43,119,61,29
78,59,48,107,67,36
81,64,54,95,78,47
79,63,53,89,85,55
79,62,53,87,93,62
80,64,57,84,94,59
79,62,56,85,93,60
79,62,54,87,94,62
81,61,53,88,94,59
77,63,54,88,93,59
80,67,58,85,96,63
80,63,54,89,95,60
80,63,57,88,94,59
81,64,55,90,95,64
77,61,53,95,93,56
78,63,50,96,88,53
78,63,51,98,82,48
79,65,51,105,73,41
78,65,49,103,71,39
78,64,49,100,72,41
80,65,52,92,79,46
79,64,50,93,85,52
77,60,49,98,87,50
76,59,45,105,85,44
78,59,45,104,83,44
79,61,49,90,86,47
77,60,50,88,87,52
79,59,51,90,87,54
77,60,49,91,81,46
75,57,46,96,71,39
73,56,44,102,66,34
74,55,42,101,64,31
74,55,43,97,64,32
73,56,44,96,63,32
74,55,46,95,62,34
74,55,45,97,61,31
74,56,43,103,58,30
73,54,44,103,55,28
76,57,48,99,59,29
74,54,42,101,58,30
75,58,49,96,72,45
80,62,53,86,84,57
80,62,50,79,81,54
77,58,47,86,68,38
74,56,42,94,61,31
72,54,41,103,57,27
73,54,40,104,56,23
74,56,42,108,56,28
73,55,43,104,57,28
76,55,44,97,63,32
70,55,42,95,65,31
74,55,46,96,64,31
74,55,45,95,64,31
75,57,48,93,69,38
79,64,54,89,84,50
83,65,55,88,85,49
78,62,53,93,79,44
76,61,50,105,77,41
81,71,58,119,89,48
82,75,68,119,97,50
80,76,66,118,98,50
82,76,67,110,100,52
84,76,68,112,102,54
84,76,67,119,100,52
81,75,64,120,98,50
81,73,61,122,96,46
80,72,57,126,92,43
80,72,57,126,91,42
80,73,61,114,96,49
84,73,65,108,99,55
86,74,69,96,102,62
86,71,67,76,100,71
84,64,61,57,92,73
82,60,56,48,85,73
83,61,56,64,82,62
81,61,51,86,77,49
77,59,48,103,71,37
77,60,50,108,72,37
76,60,48,107,70,36
78,59,49,108,71,35
76,59,50,105,71,36
76,60,51,107,71,33
77,59,47,106,69,37
76,62,46,108,69,35
79,60,49,103,76,43
81,62,53,93,81,49
77,58,49,109,69,38
75,55,40,116,61,30
73,53,41,119,60,30
73,53,40,119,59,31
73,54,43,119,57,28
75,55,41,120,58,30
75,55,42,117,58,29
73,56,41,119,56,27
75,56,42,122,59,27
74,55,44,124,61,28
75,55,42,125,61,28
75,56,40,124,61,31
75,56,39,125,62,30
74,57,43,124,61,27
75,56,42,119,57,27
73,55,40,115,56,28
72,55,41,117,57,27
73,55,42,120,59,29
75,53,41,119,57,28
76,55,43,112,60,29
79,61,50,94,81,49
80,64,55,83,92,65
78,62,52,82,81,54
77,61,50,85,70,43
78,62,47,94,69,39
79,64,51,85,79,50
78,63,50,91,73,46
77,60,50,103,68,40
81,65,56,96,78,52
83,67,58,91,80,56
83,65,58,97,79,51
86,69,63,94,100,71
90,81,92,87,137,111
93,84,89,88,132,104
83,68,61,86,99,69
79,63,53,80,83,58
75,62,50,82,77,53
76,62,49,78,78,51
78,65,51,80,83,55
78,62,52,85,87,53
78,61,48,89,89,56
77,62,49,85,86,58
77,64,51,83,85,55
78,64,53,84,82,56
77,63,53,83,85,57
78,62,52,83,92,67
77,60,51,84,92,61
79,61,55,79,98,73
79,65,54,87,90,54
77,63,51,96,86,48
78,62,50,84,87,59
84,67,61,71,102,79
88,75,74,71,119,94
87,76,77,72,122,99
87,77,76,75,122,97
87,76,74,74,123,93
88,75,72,74,116,90
86,72,69,72,110,84
87,73,69,70,110,85
89,74,72,69,114,92
91,76,77,69,120,98
92,77,79,68,123,101
86,69,71,71,106,82
80,61,53,82,76,48
74,59,45,86,60,32
76,58,47,85,59,30
76,59,50,80,62,36
76,60,52,75,66,39
79,61,53,73,70,41
78,62,55,71,72,43
77,61,52,75,66,39
74,58,49,81,59,30
76,61,51,82,66,37
81,65,59,68,85,62
85,66,66,50,99,85
84,65,64,44,94,79
83,62,63,44,91,83
83,63,62,42,89,77
81,61,62,42,89,76
84,63,61,43,89,74
83,63,61,49,92,73
76,61,55,72,76,52
75,58,48,85,54,26
76,56,44,87,55,29
76,55,48,86,54,29
74,57,46,90,54,29
79,62,51,85,70,45
83,68,61,81,93,63
86,72,69,78,106,77
84,68,67,71,108,81
83,68,66,64,110,85
84,67,65,65,115,87
85,66,66,71,112,83
80,69,62,76,109,82
83,67,62,71,113,88
86,67,64,66,116,92
86,71,67,74,114,88
85,75,65,92,105,67
84,72,61,93,96,60
82,71,60,93,97,62
83,72,62,89,104,71
87,73,70,85,113,82
87,73,69,81,113,85
88,72,70,79,111,82
88,73,67,80,111,80
87,73,68,80,111,80
85,72,64,84,108,77
83,68,57,96,99,65
81,67,57,101,94,55
81,69,59,102,103,59
78,67,54,108,94,48
77,62,48,92,66,33
76,62,47,102,64,33
75,59,46,83,46,25
80,62,51,97,77,42
78,62,52,95,84,47
75,57,45,89,67,38
72,55,42,102,67,33
71,53,40,119,76,32
74,55,40,125,81,34
73,55,41,114,78,36
77,62,49,89,75,43
86,72,64,75,82,59
89,77,67,89,89,58
81,75,59,98,80,46
81,72,56,103,77,45
80,73,56,100,81,47
79,74,61,92,83,52
77,69,52,103,73,39
77,64,50,104,63,33
76,60,44,93,70,40
74,54,47,97,65,35
75,55,42,105,63,30
72,55,40,106,62,31
73,54,42,106,63,30
74,55,42,108,63,30
74,55,42,109,62,32
73,55,41,110,62,30
74,54,43,107,62,29
74,55,41,105,61,30
73,54,41,101,62,30
75,53,42,101,61,32
73,56,41,97,62,33
75,55,41,95,62,33
75,56,41,96,63,32
74,56,43,95,61,31
75,57,42,96,61,31
76,56,44,95,64,33
79,60,49,92,75,45
89,70,63,87,90,61
97,79,76,78,112,83
108,88,89,70,126,103
114,92,99,66,132,112
112,92,98,65,134,113
112,94,98,68,133,109
114,95,99,67,134,110
109,89,92,66,131,106
106,86,87,64,128,106
102,81,81,58,124,101
93,73,72,56,116,94
88,67,65,53,113,91
82,59,55,50,99,80
77,52,47,43,94,78
76,53,48,38,90,79
77,55,50,47,92,75
77,58,50,73,88,60
76,58,47,89,74,41
77,56,44,90,67,33
74,55,43,88,62,33
72,54,42,85,62,34
74,54,42,89,66,34
74,55,42,85,66,36
73,55,41,85,67,35
75,54,43,86,64,34
75,56,42,90,62,32
75,55,42,93,62,32
82,67,57,105,82,45
77,65,50,115,92,48
79,68,53,127,100,48
74,59,48,78,58,32
76,60,46,59,38,24
83,67,61,92,89,52
84,71,63,112,104,60
91,76,74,116,128,75
91,80,78,108,133,76
83,68,65,94,108,68
78,59,50,89,87,54
78,59,48,92,84,48
77,59,44,93,85,48
74,60,44,101,84,42
76,59,46,105,86,44
79,59,46,99,87,47
79,60,49,91,85,47
80,62,55,80,87,58
82,65,64,73,90,65
85,71,72,68,98,76
88,74,78,65,107,88
90,75,84,69,114,97
91,81,89,75,126,106
92,81,86,85,119,95
82,65,57,103,80,49
78,61,49,109,74,39
78,62,54,115,78,43
82,66,58,108,83,49
78,65,56,107,84,54
83,66,57,105,83,53
85,65,58,100,86,53
80,63,57,103,80,46
76,57,45,119,67,35
74,55,41,124,65,31
77,55,44,122,66,32
74,56,43,122,67,33
75,54,42,121,63,31
74,54,41,122,60,29
73,53,41,124,62,30
74,54,40,126,64,31
73,56,42,127,64,30
74,55,40,127,62,32
74,55,42,125,62,31
73,55,42,124,62,30
75,54,41,125,63,30
74,54,40,124,64,30
75,53,40,122,62,30
74,56,43,117,64,34
76,61,49,105,72,42
79,62,51,94,85,52
79,62,53,88,93,58
82,63,56,86,94,63
82,63,56,86,95,63
82,63,58,86,94,62
82,64,58,85,92,62
80,64,59,85,95,62
82,64,57,87,94,63
81,65,59,86,96,62
81,63,58,88,95,63
78,62,52,91,95,55
80,61,52,93,92,55
79,61,52,91,90,54
80,63,51,95,82,50
79,64,52,96,76,41
79,65,53,93,76,46
82,65,56,86,90,59
80,62,49,96,89,52
77,59,47,103,85,46
76,60,45,109,86,44
78,59,47,95,85,47
78,61,48,87,88,52
78,59,48,93,87,50
75,58,45,96,85,46
77,60,48,90,85,49
77,60,51,88,81,47
78,58,47,91,72,40
76,56,46,100,66,32
73,55,41,102,64,31
75,55,45,95,65,32
75,56,46,93,65,33
73,58,45,98,64,32
75,56,43,99,61,31
74,55,43,103,57,29
75,55,42,105,56,28
75,54,44,97,57,30
75,55,46,95,56,29
77,58,47,95,64,33
80,60,50,89,77,47
79,59,49,90,77,46
75,57,44,97,64,35
72,55,41,104,55,28
72,55,42,107,57,27
72,55,43,107,58,28
74,55,41,101,60,31
74,55,42,96,66,31
73,54,43,95,62,31
73,55,45,94,65,33
73,57,47,93,65,33
79,61,51,96,78,42
80,63,55,96,78,45
78,64,54,95,77,44
77,62,52,99,73,40
76,59,49,107,70,35
75,61,49,111,74,38
80,70,57,114,88,45
83,75,69,115,98,54
85,76,74,109,104,58
84,73,71,103,107,59
82,75,69,109,100,53
83,76,69,116,99,50
88,77,72,115,101,53
81,75,61,119,98,49
80,73,58,118,96,47
82,73,67,101,105,57
86,73,70,91,104,65
87,73,71,85,104,69
84,64,62,57,95,74
85,65,62,47,91,78
89,64,63,48,93,82
87,65,63,50,93,79
83,63,58,58,86,66
79,60,52,78,77,47
77,60,50,97,70,35
77,60,49,105,69,34
78,59,52,106,70,35
78,61,48,105,70,35
78,60,51,105,69,37
77,62,50,103,69,36
80,64,50,101,75,39
86,67,61,84,98,69
91,73,74,64,109,95
88,67,67,70,94,76
81,61,58,82,80,53
78,60,50,100,66,40
77,57,45,111,58,27
76,55,43,116,56,26
72,53,39,119,58,29
75,55,43,117,56,28
74,54,41,120,58,29
76,55,40,122,60,28
75,55,43,124,60,29
74,56,41,124,60,29
73,55,41,124,62,31
75,56,41,125,61,27
74,55,43,124,59,27
74,55,40,119,59,29
73,54,42,116,56,29
73,55,42,117,56,28
76,54,41,118,58,28
75,54,41,117,56,26
78,57,49,100,69,42
79,61,52,95,89,54
78,62,50,94,91,55
79,62,51,90,88,53
79,61,51,81,86,54
79,61,50,80,76,47
79,62,54,73,77,53
80,62,55,81,76,53
78,61,49,97,65,40
82,66,58,93,86,58
85,69,65,87,90,67
83,69,66,87,88,64
89,77,82,86,113,87
92,83,93,85,132,108
88,76,75,83,122,96
79,64,58,76,95,70
79,63,53,78,81,56
75,62,48,81,75,48
76,61,49,82,75,48
78,64,48,88,83,51
75,60,47,98,92,54
76,59,45,95,84,47
76,60,46,88,86,53
77,61,51,84,86,56
77,62,51,84,81,53
76,63,51,86,82,52
76,64,52,85,84,56
78,62,52,88,85,55
79,64,55,81,92,66
78,64,51,89,88,52
77,61,49,98,78,41
79,63,54,82,86,56
81,65,58,74,99,73
87,73,73,69,122,99
89,75,77,72,123,102
90,78,77,72,121,97
87,75,73,72,118,92
88,74,71,71,115,91
87,73,69,69,109,87
85,71,67,67,110,84
87,72,67,68,112,87
90,73,73,64,118,95
86,70,73,70,114,91
82,64,59,85,85,57
77,59,47,89,63,34
76,57,45,89,55,32
75,58,47,87,58,31
76,59,49,80,62,35
76,60,52,75,64,38
75,61,51,74,66,37
79,62,53,69,70,43
78,61,53,70,69,43
75,59,50,77,63,34
78,62,54,74,78,50
83,66,63,57,91,74
85,66,67,47,97,85
85,66,66,45,96,84
84,64,63,43,93,79
83,62,60,42,88,76
83,61,62,41,87,76
84,63,62,44,89,73
81,63,58,60,83,63
75,60,49,81,64,38
75,57,47,87,53,28
76,57,46,85,56,28
74,57,44,88,54,28
74,57,43,91,52,28
75,57,46,90,52,28
75,59,48,89,61,34
79,64,59,85,81,52
85,70,67,78,100,66
86,71,70,71,105,78
85,68,67,63,106,78
85,65,66,60,109,84
82,67,65,65,107,82
84,68,62,71,103,74
84,68,63,69,110,82
85,69,66,78,110,84
83,72,60,93,97,60
82,69,57,92,91,60
83,73,60,92,95,58
84,72,60,93,96,60
84,73,63,93,103,67
86,72,66,83,109,77
89,72,67,79,110,81
87,73,66,79,110,80
87,74,69,83,111,81
87,73,70,83,115,84
87,73,69,83,112,82
83,71,66,88,104,70
83,69,62,90,102,64
83,70,62,95,104,63
82,68,55,113,94,52
79,68,58,108,100,51
75,59,47,91,68,33
74,57,43,78,52,28
79,64,52,100,79,45
74,58,48,106,77,43
72,53,38,116,72,33
73,54,37,124,80,34
73,55,42,116,79,36
75,58,44,96,78,39
75,61,47,88,82,43
76,62,48,91,89,49
80,67,53,87,94,61
82,70,57,85,93,62
80,72,57,98,86,52
79,65,53,89,75,44
77,64,50,90,70,42
74,59,46,97,62,32
75,55,42,104,62,29
75,55,42,110,64,31
73,54,42,110,64,31
76,53,42,111,64,32
73,53,44,108,63,31
75,54,43,108,62,29
73,55,42,108,61,29
72,54,42,108,61,31
74,56,42,108,62,32
73,55,40,105,63,30
72,55,41,106,63,30
73,54,41,104,60,29
73,54,40,104,61,30
73,56,43,102,62,31
74,54,40,97,63,31
73,56,41,95,64,31
74,56,41,91,64,36
76,56,43,91,66,35
74,55,43,94,63,34
75,55,43,96,62,31
76,56,46,97,63,31
81,60,50,95,71,41
90,70,63,85,90,61
106,85,86,76,112,85
110,91,93,69,126,103
115,95,99,66,132,110
102,83,82,67,122,99
103,82,82,60,124,104
98,77,79,58,121,99
90,70,67,55,113,93
81,61,59,48,101,82
76,54,50,41,92,75
76,52,44,36,88,72
76,50,45,34,90,77
78,55,49,36,103,87
79,54,52,41,96,86
78,59,51,71,94,64
79,62,50,84,79,49
77,61,46,90,77,43
77,59,45,93,72,39
76,55,43,92,68,36
77,59,47,90,69,35
75,57,43,89,63,33
74,56,40,87,63,34
76,55,43,84,63,34
75,55,44,85,65,35
74,57,42,86,66,35
77,65,53,103,75,41
79,67,55,104,91,47
79,67,52,119,98,46
77,63,49,84,62,33
74,55,42,52,36,24
87,69,63,95,89,54
84,66,57,118,78,41
83,63,56,124,79,43
85,66,62,112,100,55
81,64,58,92,97,61
78,60,49,94,88,47
78,59,48,92,84,48
77,60,46,91,86,49
76,58,47,93,85,47
76,57,46,98,84,43
77,60,46,97,85,46
77,59,50,93,84,48
79,63,55,85,90,55
82,63,62,74,88,60
86,68,70,64,92,71
85,71,75,61,99,81
90,75,82,67,113,96
92,78,89,73,124,106
94,80,89,84,125,102
83,68,64,102,87,58
75,59,48,114,72,36
76,56,46,121,70,34
76,56,43,122,65,31
75,57,44,121,64,32
75,55,42,121,64,31
77,58,46,116,69,39
78,60,48,112,70,39
76,56,45,120,66,34
73,55,43,125,64,31
75,57,43,125,66,32
73,57,44,124,68,34
75,55,42,122,66,32
74,55,42,121,64,29
73,55,41,124,62,29
75,55,40,126,63,31
73,55,42,125,62,29
74,54,40,126,62,32
74,54,42,125,62,29
74,54,42,123,62,28
75,55,40,122,61,28
73,54,38,122,60,28
74,53,41,121,61,28
72,56,41,120,60,30
75,58,45,115,60,31
79,60,47,103,67,36
80,64,53,94,78,48
81,64,57,90,90,58
82,65,59,89,93,61
84,67,62,84,94,66
82,64,62,81,94,67
84,67,66,83,97,68
83,67,63,85,95,64
82,67,61,86,94,64
82,66,59,85,94,63
81,63,57,86,95,60
81,62,54,87,93,60
79,62,52,89,92,59
81,61,51,93,90,55
80,63,55,89,91,57
80,65,59,83,93,65
79,63,58,90,95,61
77,60,46,105,87,45
78,59,48,102,87,49
76,59,45,107,86,41
81,61,51,86,88,54
79,61,51,87,89,53
78,58,49,95,86,47
76,58,43,96,83,46
78,58,46,98,85,46
76,58,47,96,86,48
80,61,49,89,86,57
75,60,50,90,81,47
75,57,46,95,70,39
75,56,46,95,65,34
73,56,45,97,63,34
74,56,43,100,64,30
72,54,46,99,63,33
74,56,42,104,62,32
75,54,42,106,59,30
75,55,45,97,63,31
75,55,41,97,59,30
75,56,45,99,58,28
74,57,45,95,60,32
79,59,49,94,69,37
77,60,51,94,70,39
77,58,47,100,61,32
73,55,43,104,55,27
75,56,43,100,59,30
73,55,42,97,64,32
73,55,42,96,65,30
75,54,44,94,63,32
76,56,46,92,65,32
76,59,47,93,69,36
75,61,50,104,75,41
78,60,48,105,69,36
76,61,48,103,69,37
76,60,49,104,70,34
77,59,48,108,70,33
76,60,48,109,68,33
78,61,48,107,70,36
80,66,59,110,85,50
83,74,68,111,101,57
86,77,75,110,107,60
86,77,73,109,105,56
85,78,73,112,103,53
86,78,74,113,102,56
82,75,65,116,101,50
79,73,63,111,100,52
84,73,68,98,104,58
85,72,71,85,104,71
86,71,66,68,100,73
83,63,60,46,93,81
